t,PvAvailP
2996,127
2997,126
2998,128
2999,127
3000,129
3001,127
3002,124
3003,128
3004,124
3005,130
3006,124
3007,126
3008,123
3009,128
3010,128
3011,123
3012,127
3013,130
3014,130
3015,127
3016,125
3017,129
3018,125
3019,127
3020,124
3021,124
3022,127
3023,123
3024,129
3025,124
3026,126
3027,124
3028,129
3029,129
3030,127
3031,123
3032,125
3033,126
3034,125
3035,129
3036,130
3037,128
3038,129
3039,130
3040,124
3041,127
3042,128
3043,130
3044,124
3045,128
3046,128
3047,125
3048,128
3049,125
3050,125
3051,130
3052,130
3053,124
3054,127
3055,125
3056,130
3057,129
3058,126
3059,128
3060,125
3061,129
3062,126
3063,128
3064,126
3065,126
3066,127
3067,130
3068,125
3069,127
3070,128
3071,127
3072,130
3073,129
3074,127
3075,128
3076,129
3077,124
3078,129
3079,128
3080,130
3081,130
3082,125
3083,129
3084,127
3085,129
3086,130
3087,130
3088,128
3089,129
3090,130
3091,130
3092,126
3093,129
3094,126
3095,125
3096,123
3097,124
3098,125
3099,124
3100,126
3101,125
3102,127
3103,129
3104,130
3105,129
3106,125
3107,128
3108,128
3109,126
3110,129
3111,125
3112,124
3113,124
3114,128
3115,128
3116,124
3117,128
3118,124
3119,129
3120,125
3121,124
3122,128
3123,130
3124,123
3125,123
3126,126
3127,127
3128,127
3129,126
3130,129
3131,123
3132,127
3133,124
3134,130
3135,130
3136,124
3137,128
3138,130
3139,127
3140,126
3141,123
3142,127
3143,129
3144,128
3145,125
3146,130
3147,128
3148,130
3149,124
3150,127
3151,127
3152,128
3153,130
3154,129
3155,123
3156,125
3157,128
3158,128
3159,123
3160,130
3161,124
3162,124
3163,124
3164,128
3165,126
3166,123
3167,124
3168,126
3169,123
3170,125
3171,130
3172,125
3173,124
3174,130
3175,123
3176,129
3177,125
3178,123
3179,124
3180,126
3181,129
3182,127
3183,124
3184,124
3185,128
3186,127
3187,126
3188,129
3189,126
3190,130
3191,126
3192,125
3193,127
3194,123
3195,129
3196,126
3197,128
3198,129
3199,125
3200,125
3201,124
3202,128
3203,124
3204,124
3205,129
3206,124
3207,128
3208,128
3209,123
3210,127
3211,130
3212,130
3213,124
3214,126
3215,127
3216,125
3217,130
3218,129
3219,128
3220,128
3221,124
3222,123
3223,129
3224,129
3225,126
3226,125
3227,130
3228,127
3229,127
3230,125
3231,129
3232,124
3233,126
3234,125
3235,127
3236,129
3237,127
3238,127
3239,123
3240,130
3241,127
3242,130
3243,125
3244,130
3245,125
3246,129
3247,129
3248,127
3249,130
3250,124
3251,124
3252,129
3253,127
3254,124
3255,125
3256,126
3257,126
3258,126
3259,129
3260,129
3261,126
3262,127
3263,125
3264,126
3265,127
3266,123
3267,126
3268,127
3269,125
3270,128
3271,125
3272,128
3273,125
3274,123
3275,127
3276,126
3277,125
3278,126
3279,123
3280,123
3281,129
3282,128
3283,126
3284,123
3285,125
3286,128
3287,124
3288,124
3289,126
3290,125
3291,123
3292,126
3293,127
3294,124
3295,126
3296,127
3297,127
3298,128
3299,127
3300,124
3301,123
3302,127
3303,123
3304,129
3305,129
3306,123
3307,130
3308,125
3309,129
3310,129
3311,124
3312,125
3313,123
3314,130
3315,125
3316,126
3317,125
3318,124
3319,125
3320,124
3321,129
3322,129
3323,123
3324,126
3325,126
3326,126
3327,125
3328,126
3329,128
3330,126
3331,126
3332,128
3333,129
3334,123
3335,127
3336,128
3337,124
3338,123
3339,125
3340,128
3341,126
3342,126
3343,124
3344,124
3345,124
3346,129
3347,126
3348,127
3349,128
3350,129
3351,123
3352,129
3353,126
3354,124
3355,127
3356,126
3357,128
3358,129
3359,125
3360,126
3361,126
3362,126
3363,129
3364,126
3365,129
3366,130
3367,130
3368,124
3369,128
3370,130
3371,124
3372,129
3373,129
3374,129
3375,126
3376,130
3377,128
3378,130
3379,130
3380,127
3381,127
3382,123
3383,126
3384,128
3385,127
3386,129
3387,123
3388,124
3389,125
3390,126
3391,124
3392,124
3393,127
3394,127
3395,126
3396,123
3397,128
3398,125
3399,123
3400,126
3401,124
3402,125
3403,128
3404,123
3405,129
3406,130
3407,127
3408,126
3409,126
3410,125
3411,130
3412,123
3413,129
3414,123
3415,128
3416,125
3417,124
3418,124
3419,130
3420,129
3421,123
3422,128
3423,125
3424,127
3425,125
3426,129
3427,127
3428,128
3429,128
3430,129
3431,128
3432,129
3433,127
3434,123
3435,127
3436,130
3437,128
3438,125
3439,124
3440,126
3441,128
3442,128
3443,124
3444,127
3445,127
3446,124
3447,129
3448,126
3449,128
3450,129
3451,127
3452,125
3453,126
3454,123
3455,126
3456,124
3457,130
3458,127
3459,129
3460,127
3461,128
3462,126
3463,127
3464,129
3465,129
3466,130
3467,126
3468,123
3469,127
3470,126
3471,127
3472,126
3473,123
3474,127
3475,125
3476,129
3477,126
3478,123
3479,126
3480,124
3481,129
3482,129
3483,126
3484,126
3485,124
3486,125
3487,123
3488,129
3489,129
3490,127
3491,124
3492,123
3493,124
3494,126
3495,128
3496,124
3497,129
3498,126
3499,123
3500,129
3501,129
3502,127
3503,127
3504,124
3505,127
3506,125
3507,126
3508,127
3509,128
3510,123
3511,126
3512,124
3513,128
3514,127
3515,122
3516,126
3517,128
3518,127
3519,129
3520,127
3521,127
3522,129
3523,123
3524,125
3525,126
3526,124
3527,127
3528,126
3529,126
3530,129
3531,126
3532,127
3533,128
3534,127
3535,130
3536,127
3537,126
3538,125
3539,125
3540,122
3541,124
3542,123
3543,127
3544,129
3545,125
3546,128
3547,123
3548,126
3549,122
3550,128
3551,127
3552,125
3553,124
3554,124
3555,124
3556,130
3557,127
3558,125
3559,126
3560,124
3561,130
3562,129
3563,125
3564,125
3565,127
3566,130
3567,127
3568,130
3569,124
3570,128
3571,129
3572,129
3573,130
3574,124
3575,127
3576,129
3577,126
3578,127
3579,125
3580,128
3581,126
3582,123
3583,125
3584,122
3585,129
3586,128
3587,130
3588,129
3589,123
3590,129
3591,125
3592,124
3593,127
3594,127
3595,128
3596,125
3597,122
3598,129
3599,127
3600,126
3601,122
3602,128
3603,128
3604,128
3605,129
3606,128
3607,127
3608,127
3609,123
3610,130
3611,126
3612,126
3613,126
3614,129
3615,129
3616,126
3617,122
3618,127
3619,128
3620,127
3621,123
3622,125
3623,125
3624,125
3625,124
3626,129
3627,126
3628,125
3629,129
3630,126
3631,129
3632,130
3633,125
3634,126
3635,126
3636,123
3637,123
3638,127
3639,129
3640,124
3641,127
3642,125
3643,127
3644,130
3645,129
3646,126
3647,126
3648,129
3649,126
3650,130
3651,124
3652,126
3653,124
3654,123
3655,123
3656,126
3657,125
3658,130
3659,127
3660,127
3661,126
3662,130
3663,129
3664,129
3665,125
3666,126
3667,126
3668,125
3669,126
3670,122
3671,130
3672,125
3673,128
3674,129
3675,127
3676,128
3677,124
3678,123
3679,129
3680,129
3681,124
3682,124
3683,127
3684,127
3685,123
3686,127
3687,125
3688,129
3689,125
3690,129
3691,126
3692,125
3693,129
3694,126
3695,123
3696,126
3697,126
3698,130
3699,124
3700,123
3701,124
3702,129
3703,129
3704,126
3705,126
3706,123
3707,123
3708,124
3709,124
3710,128
3711,127
3712,125
3713,124
3714,127
3715,122
3716,125
3717,124
3718,124
3719,127
3720,128
3721,127
3722,125
3723,126
3724,125
3725,123
3726,124
3727,123
3728,129
3729,129
3730,125
3731,128
3732,124
3733,123
3734,124
3735,126
3736,128
3737,129
3738,125
3739,125
3740,126
3741,126
3742,130
3743,123
3744,125
3745,123
3746,126
3747,124
3748,125
3749,123
3750,126
3751,129
3752,129
3753,124
3754,125
3755,126
3756,126
3757,124
3758,123
3759,123
3760,127
3761,122
3762,124
3763,125
3764,128
3765,123
3766,125
3767,123
3768,122
3769,125
3770,130
3771,123
3772,128
3773,125
3774,123
3775,126
3776,127
3777,127
3778,123
3779,126
3780,128
3781,127
3782,126
3783,127
3784,129
3785,129
3786,124
3787,127
3788,127
3789,125
3790,128
3791,124
3792,126
3793,126
3794,129
3795,124
3796,123
3797,126
3798,124
3799,129
3800,128
3801,129
3802,129
3803,127
3804,127
3805,122
3806,127
3807,127
3808,127
3809,125
3810,125
3811,123
3812,122
3813,123
3814,129
3815,130
3816,125
3817,128
3818,125
3819,124
3820,127
3821,125
3822,124
3823,129
3824,129
3825,123
3826,123
3827,124
3828,128
3829,124
3830,124
3831,127
3832,125
3833,127
3834,126
3835,129
3836,124
3837,123
3838,128
3839,124
3840,130
3841,123
3842,129
3843,122
3844,128
3845,124
3846,128
3847,123
3848,128
3849,129
3850,126
3851,128
3852,129
3853,123
3854,129
3855,125
3856,127
3857,128
3858,128
3859,129
3860,125
3861,126
3862,128
3863,123
3864,126
3865,128
3866,130
3867,128
3868,124
3869,127
3870,127
3871,125
3872,123
3873,128
3874,123
3875,125
3876,126
3877,126
3878,122
3879,123
3880,128
3881,123
3882,124
3883,125
3884,129
3885,123
3886,122
3887,123
3888,126
3889,130
3890,128
3891,123
3892,124
3893,122
3894,125
3895,125
3896,123
3897,127
3898,124
3899,123
3900,127
3901,128
3902,129
3903,123
3904,128
3905,125
3906,125
3907,123
3908,127
3909,127
3910,123
3911,123
3912,125
3913,128
3914,128
3915,122
3916,123
3917,128
3918,123
3919,127
3920,128
3921,127
3922,124
3923,126
3924,129
3925,126
3926,125
3927,128
3928,126
3929,127
3930,128
3931,124
3932,127
3933,127
3934,128
3935,129
3936,127
3937,122
3938,125
3939,124
3940,128
3941,126
3942,127
3943,129
3944,122
3945,128
3946,128
3947,123
3948,126
3949,125
3950,127
3951,123
3952,123
3953,124
3954,126
3955,125
3956,128
3957,126
3958,125
3959,126
3960,126
3961,123
3962,129
3963,125
3964,127
3965,125
3966,128
3967,127
3968,125
3969,127
3970,126
3971,124
3972,124
3973,122
3974,126
3975,126
3976,125
3977,122
3978,123
3979,127
3980,125
3981,126
3982,128
3983,129
3984,123
3985,128
3986,123
3987,126
3988,126
3989,123
3990,124
3991,129
3992,127
3993,129
3994,128
3995,128
3996,125
3997,123
3998,128
3999,123
4000,127
4001,124
4002,125
4003,125
4004,129
4005,125
4006,126
4007,128
4008,124
4009,124
4010,126
4011,129
4012,123
4013,128
4014,128
4015,122
4016,124
4017,128
4018,125
4019,127
4020,124
4021,129
4022,128
4023,129
4024,124
4025,127
4026,123
4027,123
4028,124
4029,127
4030,128
4031,128
4032,122
4033,122
4034,123
4035,124
4036,128
4037,124
4038,126
4039,125
4040,127
4041,123
4042,124
4043,125
4044,123
4045,123
4046,127
4047,128
4048,126
4049,124
4050,128
4051,127
4052,125
4053,123
4054,128
4055,122
4056,124
4057,125
4058,124
4059,126
4060,125
4061,127
4062,125
4063,124
4064,129
4065,129
4066,125
4067,128
4068,126
4069,129
4070,124
4071,128
4072,127
4073,124
4074,126
4075,127
4076,126
4077,127
4078,126
4079,128
4080,127
4081,125
4082,123
4083,126
4084,122
4085,127
4086,127
4087,122
4088,125
4089,124
4090,128
4091,124
4092,123
4093,125
4094,125
4095,122
4096,126
4097,127
4098,127
4099,122
4100,125
4101,127
4102,126
4103,123
4104,128
4105,123
4106,125
4107,126
4108,127
4109,123
4110,127
4111,127
4112,124
4113,126
4114,127
4115,127
4116,125
4117,127
4118,128
4119,129
4120,129
4121,123
4122,122
4123,128
4124,127
4125,123
4126,128
4127,127
4128,129
4129,125
4130,125
4131,126
4132,125
4133,125
4134,123
4135,122
4136,125
4137,127
4138,129
4139,125
4140,127
4141,125
4142,123
4143,127
4144,125
4145,124
4146,123
4147,127
4148,128
4149,127
4150,127
4151,129
4152,122
4153,125
4154,124
4155,124
4156,128
4157,127
4158,124
4159,125
4160,124
4161,125
4162,122
4163,127
4164,123
4165,123
4166,129
4167,124
4168,123
4169,128
4170,128
4171,122
4172,129
4173,127
4174,126
4175,127
4176,125
4177,126
4178,126
4179,126
4180,123
4181,123
4182,126
4183,127
4184,129
4185,123
4186,123
4187,123
4188,123
4189,125
4190,128
4191,125
4192,123
4193,127
4194,125
4195,127
4196,124
4197,127
4198,122
4199,124
4200,127
4201,129
4202,129
4203,125
4204,123
4205,124
4206,127
4207,128
4208,124
4209,128
4210,128
4211,124
4212,129
4213,126
4214,124
4215,126
4216,126
4217,123
4218,124
4219,122
4220,122
4221,128
4222,125
4223,127
4224,126
4225,122
4226,123
4227,124
4228,127
4229,124
4230,127
4231,123
4232,127
4233,123
4234,128
4235,127
4236,125
4237,123
4238,128
4239,128
4240,128
4241,124
4242,123
4243,126
4244,123
4245,129
4246,129
4247,127
4248,125
4249,129
4250,126
4251,127
4252,127
4253,126
4254,123
4255,124
4256,129
4257,123
4258,125
4259,126
4260,125
4261,123
4262,126
4263,123
4264,125
4265,124
4266,126
4267,124
4268,126
4269,125
4270,126
4271,126
4272,129
4273,124
4274,123
4275,125
4276,123
4277,124
4278,126
4279,128
4280,129
4281,126
4282,128
4283,126
4284,126
4285,123
4286,124
4287,123
4288,124
4289,122
4290,127
4291,128
4292,125
4293,123
4294,127
4295,127
4296,124
4297,123
4298,122
4299,124
4300,128
4301,128
4302,122
4303,125
4304,122
4305,123
4306,124
4307,125
4308,123
4309,125
4310,124
4311,129
4312,123
4313,125
4314,124
4315,121
4316,126
4317,124
4318,122
4319,124
4320,124
4321,122
4322,126
4323,122
4324,126
4325,126
4326,122
4327,125
4328,127
4329,126
4330,123
4331,125
4332,127
4333,124
4334,124
4335,127
4336,127
4337,124
4338,128
4339,125
4340,127
4341,122
4342,123
4343,127
4344,123
4345,129
4346,124
4347,124
4348,125
4349,122
4350,125
4351,122
4352,127
4353,122
4354,128
4355,121
4356,126
4357,125
4358,124
4359,126
4360,125
4361,128
4362,122
4363,125
4364,126
4365,124
4366,128
4367,126
4368,126
4369,124
4370,122
4371,123
4372,122
4373,121
4374,123
4375,128
4376,128
4377,125
4378,123
4379,127
4380,125
4381,129
4382,128
4383,126
4384,128
4385,126
4386,125
4387,126
4388,127
4389,128
4390,128
4391,126
4392,125
4393,128
4394,128
4395,124
4396,123
4397,126
4398,123
4399,122
4400,123
4401,125
4402,123
4403,125
4404,127
4405,129
4406,128
4407,126
4408,128
4409,125
4410,129
4411,127
4412,127
4413,123
4414,123
4415,128
4416,123
4417,128
4418,125
4419,124
4420,127
4421,122
4422,124
4423,127
4424,124
4425,122
4426,125
4427,122
4428,124
4429,125
4430,128
4431,124
4432,122
4433,127
4434,124
4435,126
4436,123
4437,122
4438,126
4439,128
4440,125
4441,122
4442,122
4443,125
4444,129
4445,125
4446,129
4447,127
4448,124
4449,124
4450,126
4451,127
4452,124
4453,128
4454,123
4455,125
4456,121
4457,126
4458,122
4459,127
4460,126
4461,127
4462,127
4463,122
4464,122
4465,125
4466,126
4467,123
4468,123
4469,127
4470,126
4471,121
4472,126
4473,128
4474,127
4475,123
4476,129
4477,122
4478,126
4479,122
4480,122
4481,127
4482,127
4483,124
4484,121
4485,124
4486,126
4487,125
4488,122
4489,127
4490,128
4491,127
4492,122
4493,124
4494,122
4495,125
4496,122
4497,127
4498,128
4499,124
4500,125
4501,126
4502,125
4503,127
4504,121
4505,123
4506,127
4507,125
4508,122
4509,128
4510,128
4511,124
4512,129
4513,128
4514,124
4515,122
4516,125
4517,126
4518,127
4519,126
4520,128
4521,121
4522,123
4523,122
4524,125
4525,122
4526,124
4527,125
4528,125
4529,127
4530,128
4531,124
4532,121
4533,124
4534,124
4535,128
4536,129
4537,122
4538,122
4539,121
4540,126
4541,122
4542,122
4543,125
4544,126
4545,125
4546,121
4547,129
4548,129
4549,125
4550,121
4551,127
4552,125
4553,122
4554,128
4555,126
4556,126
4557,122
4558,123
4559,123
4560,128
4561,127
4562,125
4563,127
4564,123
4565,122
4566,124
4567,122
4568,129
4569,129
4570,128
4571,122
4572,124
4573,127
4574,127
4575,127
4576,125
4577,123
4578,128
4579,126
4580,122
4581,123
4582,128
4583,123
4584,127
4585,128
4586,122
4587,124
4588,126
4589,122
4590,124
4591,125
4592,123
4593,124
4594,122
4595,124
4596,125
4597,124
4598,123
4599,128
4600,124
4601,127
4602,125
4603,121
4604,126
4605,121
4606,129
4607,123
4608,127
4609,123
